"id","lat","long"
"http://sws.geonames.org/281550/","32.04049","35.35622"
"http://sws.geonames.org/281551/","32.20211","35.52284"
"http://sws.geonames.org/281552/","31.98333","35.21667"
"http://sws.geonames.org/281553/","32.1","35.38333"
"http://sws.geonames.org/281554/","32","35.11667"
"http://sws.geonames.org/281555/","31.37959","35.12926"
"http://sws.geonames.org/281556/","31.37592","35.12137"
"http://sws.geonames.org/281557/","31.4","35.15"
"http://sws.geonames.org/281559/","32.02649","35.28565"
"http://sws.geonames.org/281560/","32.03538","35.28564"
"http://sws.geonames.org/281561/","32.21667","35.56667"
"http://sws.geonames.org/281562/","31.55","35"
"http://sws.geonames.org/281563/","31.58333","35.05"
"http://sws.geonames.org/281564/","31.39027","34.96416"
"http://sws.geonames.org/281565/","32.46446","35.17119"
"http://sws.geonames.org/281566/","32.46884","35.15247"
"http://sws.geonames.org/281567/","31.59378","35.15031"
"http://sws.geonames.org/281568/","31.60863","35.37636"
"http://sws.geonames.org/281569/","31.60467","35.40762"
"http://sws.geonames.org/281570/","31.78433","35.27974"
"http://sws.geonames.org/281571/","31.45463","34.97356"
"http://sws.geonames.org/281572/","32.19429","35.26411"
"http://sws.geonames.org/281573/","31.78024","35.24646"
"http://sws.geonames.org/281575/","31.53333","35.03333"
"http://sws.geonames.org/281576/","32.31847","35.05926"
"http://sws.geonames.org/281577/","32.31037","35.02863"
"http://sws.geonames.org/281578/","32.39977","35.15943"
"http://sws.geonames.org/281579/","31.58333","35.1"
"http://sws.geonames.org/281580/","31.88437","35.38181"
"http://sws.geonames.org/281581/","32.32091","35.36989"
"http://sws.geonames.org/281582/","32.03333","35.43333"
"http://sws.geonames.org/281583/","32.01667","35.43333"
"http://sws.geonames.org/281584/","31.83333","35.2"
"http://sws.geonames.org/281585/","31.4749","35.11803"
"http://sws.geonames.org/281586/","31.37719","34.98242"
"http://sws.geonames.org/281587/","32.16667","35.26667"
"http://sws.geonames.org/281588/","31.91667","35.18333"
"http://sws.geonames.org/281589/","31.6","35.16667"
"http://sws.geonames.org/281590/","31.84698","35.29349"
"http://sws.geonames.org/281591/","32.28607","35.25234"
"http://sws.geonames.org/281592/","31.59597","35.24031"
"http://sws.geonames.org/281593/","31.96667","35.1"
